100,  4,  0.52054595001391135,  0.19072548429477365E-007
200,  4,  0.75283323801704682,  0.95364161012412296E-008
300,  4,  1.0369951349857729,  0.63577285658311666E-008
400,  4,  1.4363868469954468,  0.47683865744829745E-008
500,  4,  1.8424266479851212,  0.38146410474837467E-008
600,  4,  2.3037689359916840,  0.31786298038127825E-008
700,  4,  2.5934811730112415,  0.27245197209424532E-008
800,  4,  2.8157812870049383,  0.23839268337155772E-008
900,  4,  3.2010915249993559,  0.21192425592175823E-008
1000,  4,  3.5497849859821144,  0.19074208879032994E-008
100,  64,  0.31570988602470607,  0.19072377455131573E-007
200,  64,  0.61283977999119088,  0.95363352770050369E-008
300,  64,  0.91659269199590199,  0.63576375275431474E-008
400,  64,  1.1992622230027337,  0.47682506831847604E-008
500,  64,  1.4997564779769164,  0.38146117375958966E-008
600,  64,  1.8202539540070575,  0.31788243148866968E-008
700,  64,  2.1100468229851685,  0.27247315514955517E-008
800,  64,  2.5342432420002297,  0.23841613128183781E-008
900,  64,  2.7409084410173818,  0.21192518850909892E-008
1000,  64,  3.0263542989850976,  0.19073018719950596E-008
1000,  8,  3.1473129370133393,  0.19072929902108626E-008
2000,  8,  6.1323736810008995,  0.95360075391681676E-009
3000,  8,  9.4941036539967172,  0.63570526620537748E-009
4000,  8,  12.178622118983185,  0.47685855264489874E-009
5000,  8,  9.1327858659788035,  0.20963382141303555E-008
6000,  8,  12.154320781992283,  0.99643049367159620E-009
7000,  8,  15.264350542012835,  0.65377170344049773E-009
8000,  8,  18.344139365013689,  0.48669024366176927E-009
9000,  8,  15.334347121999599,  0.23438864182878660E-008
10000,  8,  18.335971830994822,  0.10481713275112270E-008
