integration intervals,  MPI procs,  cpu time,  precision
1441440,  4,  0.84744399646297097E-002,  0.13868218742274507E-005
14414400,  4,  0.71737886988557875E-001,  0.13872873338982572E-006
144144000,  4,  0.56450708996271715,  0.13873765247751635E-007
1441440000,  4,  5.9083618440199643,  0.13875363080728675E-008
14414400000,  4,  60.705751415982377,  0.13836798373745296E-009
